"Company","brand_hybrid","sheet","Location","Yield"
"Stone","5428RIB","northtbl14.xls","DeKalb",227.3781
"Stone","5428RIB","northtbl14.xls","Erie",252.1772
"Stone","5428RIB","northtbl14.xls","Mt.Morris",212.2771
"Stone","5628RIB","northtbl14.xls","DeKalb",220.3237
"Stone","5628RIB","northtbl14.xls","Erie",259.2715
"Stone","5628RIB","northtbl14.xls","Mt.Morris",225.4909
"Stone","5828RIB","easttbl14.xls","Dwight",251.4073
"Stone","5828RIB","easttbl14.xls","Goodfield",263.8735
"Stone","5828RIB","easttbl14.xls","Urbana",247.2267
"Stone","5828RIB","northtbl14.xls","DeKalb",240.5141
"Stone","5828RIB","northtbl14.xls","Erie",266.7243
"Stone","5828RIB","northtbl14.xls","Mt.Morris",229.0916
"Stone","5828RIB","westtbl14.xls","Monmouth",251.4885
"Stone","5828RIB","westtbl14.xls","Perry",242.4501
"Stone","5838RIB","easttbl14.xls","Dwight",247.4572
"Stone","5838RIB","easttbl14.xls","Goodfield",257.4889
"Stone","5838RIB","easttbl14.xls","Urbana",241.4264
"Stone","5838RIB","northtbl14.xls","DeKalb",225.6726
"Stone","5838RIB","northtbl14.xls","Erie",253.6217
"Stone","5838RIB","northtbl14.xls","Mt.Morris",226.3418
"Stone","5838RIB","westtbl14.xls","Monmouth",228.0991
"Stone","5838RIB","westtbl14.xls","Perry",219.2628
"Stone","6052RIB","southtbl14.xls","Belleville",241.2242
"Stone","6052RIB","southtbl14.xls","St.Peter",194.8281
"Stone","6058RIB","easttbl14.xls","Dwight",257.6
"Stone","6058RIB","easttbl14.xls","Goodfield",268.207
"Stone","6058RIB","easttbl14.xls","Urbana",265.7857
"Stone","6058RIB","northtbl14.xls","DeKalb",235.6316
"Stone","6058RIB","northtbl14.xls","Erie",265.3598
"Stone","6058RIB","northtbl14.xls","Mt.Morris",234.4138
"Stone","6058RIB","westtbl14.xls","Monmouth",250.3951
"Stone","6058RIB","westtbl14.xls","Perry",245.162
"Stone","6142RIB","southtbl14.xls","Belleville",236.073
"Stone","6142RIB","southtbl14.xls","St.Peter",164.1392
"Stone","6148RIB","easttbl14.xls","Dwight",250.9637
"Stone","6148RIB","easttbl14.xls","Goodfield",256.7627
"Stone","6148RIB","easttbl14.xls","Urbana",229.4621
"Stone","6148RIB","northtbl14.xls","DeKalb",242.5253
"Stone","6148RIB","northtbl14.xls","Erie",265.2916
"Stone","6148RIB","northtbl14.xls","Mt.Morris",218.4214
"Stone","6148RIB","westtbl14.xls","Monmouth",255.8811
"Stone","6148RIB","westtbl14.xls","Perry",260.4036
"Stone","6158RIB","easttbl14.xls","Dwight",238.0236
"Stone","6158RIB","easttbl14.xls","Goodfield",250.0279
"Stone","6158RIB","easttbl14.xls","Urbana",240.4772
"Stone","6158RIB","northtbl14.xls","DeKalb",230.2275
"Stone","6158RIB","northtbl14.xls","Erie",253.1877
"Stone","6158RIB","northtbl14.xls","Mt.Morris",222.6564
"Stone","6158RIB","westtbl14.xls","Monmouth",244.7228
"Stone","6158RIB","westtbl14.xls","Perry",224.6798
"Stone","6258RIB","easttbl14.xls","Dwight",249.0831
"Stone","6258RIB","easttbl14.xls","Goodfield",260.2661
"Stone","6258RIB","easttbl14.xls","Urbana",247.7762
"Stone","6258RIB","northtbl14.xls","DeKalb",244.5836
"Stone","6258RIB","northtbl14.xls","Erie",263.431
"Stone","6258RIB","northtbl14.xls","Mt.Morris",221.4376
"Stone","6258RIB","westtbl14.xls","Monmouth",249.9688
"Stone","6258RIB","westtbl14.xls","Perry",240.5071
"Stone","6362RIB","southtbl14.xls","Belleville",266.4206
"Stone","6362RIB","southtbl14.xls","St.Peter",197.7989
"Stone","6378RIB","easttbl14.xls","Dwight",251.9553
"Stone","6378RIB","easttbl14.xls","Goodfield",268.3038
"Stone","6378RIB","easttbl14.xls","Urbana",234.0925
"Stone","6378RIB","northtbl14.xls","DeKalb",237.5328
"Stone","6378RIB","northtbl14.xls","Erie",266.5665
"Stone","6378RIB","northtbl14.xls","Mt.Morris",219.8343
"Stone","6378RIB","southtbl14.xls","Belleville",244.2719
"Stone","6378RIB","southtbl14.xls","St.Peter",197.7984
"Stone","6378RIB","westtbl14.xls","Monmouth",250.0824
"Stone","6378RIB","westtbl14.xls","Perry",249.2925
"Stone","6432RIB","southtbl14.xls","Belleville",252.7952
"Stone","6432RIB","southtbl14.xls","St.Peter",180.744
"Stone","6438RIB","easttbl14.xls","Dwight",241.767
"Stone","6438RIB","easttbl14.xls","Goodfield",253.9106
"Stone","6438RIB","easttbl14.xls","Urbana",257.1432
"Stone","6438RIB","westtbl14.xls","Monmouth",251.8679
"Stone","6438RIB","westtbl14.xls","Perry",207.8477
"Stone","6448RIB","easttbl14.xls","Dwight",257.8835
"Stone","6448RIB","easttbl14.xls","Goodfield",264.1547
"Stone","6448RIB","easttbl14.xls","Urbana",245.8272
"Stone","6448RIB","westtbl14.xls","Monmouth",252.6604
"Stone","6448RIB","westtbl14.xls","Perry",243.3233
"Stone","6612RIB","southtbl14.xls","Belleville",241.2509
"Stone","6612RIB","southtbl14.xls","St.Peter",204.9309
"Sun Prairie","SP2488 GSS","northtbl14.xls","DeKalb",232.633
"Sun Prairie","SP2488 GSS","northtbl14.xls","Erie",262.1977
"Sun Prairie","SP2488 GSS","northtbl14.xls","Mt.Morris",243.8136
"Sun Prairie","SP2718 GSS","easttbl14.xls","Dwight",237.2714
"Sun Prairie","SP2718 GSS","easttbl14.xls","Goodfield",257.1531
"Sun Prairie","SP2718 GSS","easttbl14.xls","Urbana",256.4048
"Sun Prairie","SPX4412 GSS","northtbl14.xls","DeKalb",252.5651
"Sun Prairie","SPX4412 GSS","northtbl14.xls","Erie",254.6352
"Sun Prairie","SPX4412 GSS","northtbl14.xls","Mt.Morris",229.9804
"Sun Prairie","SPX4840 GSS","easttbl14.xls","Dwight",254.111
"Sun Prairie","SPX4840 GSS","easttbl14.xls","Goodfield",262.9655
"Sun Prairie","SPX4840 GSS","easttbl14.xls","Urbana",251.5268
"Sun Prairie","SPX4919 VT2P","southtbl14.xls","Belleville",252.0779
"Sun Prairie","SPX4919 VT2P","southtbl14.xls","St.Peter",203.2647
"Whisnand","212 SS","easttbl14.xls","Dwight",247.8671
"Whisnand","212 SS","easttbl14.xls","Goodfield",254.7942
"Whisnand","212 SS","easttbl14.xls","Urbana",243.9963
"Whisnand","212 SS","southtbl14.xls","Belleville",248.3976
"Whisnand","212 SS","southtbl14.xls","St.Peter",218.7232
"Whisnand","214 SS","easttbl14.xls","Dwight",251.2078
"Whisnand","214 SS","easttbl14.xls","Goodfield",265.8461
"Whisnand","214 SS","easttbl14.xls","Urbana",248.4486
"Whisnand","214 SS","southtbl14.xls","Belleville",250.6246
"Whisnand","214 SS","southtbl14.xls","St.Peter",192.3997
"Whisnand","215 SS","easttbl14.xls","Dwight",247.4944
"Whisnand","215 SS","easttbl14.xls","Goodfield",254.6182
"Whisnand","215 SS","easttbl14.xls","Urbana",248.22
"Whisnand","215 SS","southtbl14.xls","Belleville",246.9246
"Whisnand","215 SS","southtbl14.xls","St.Peter",193.8601
"YIELDirect","5E58-RIB","northtbl14.xls","DeKalb",225.7816
"YIELDirect","5E58-RIB","northtbl14.xls","Erie",252.6511
"YIELDirect","5E58-RIB","northtbl14.xls","Mt.Morris",232.3656
"YIELDirect","5L33-RIB","northtbl14.xls","DeKalb",242.3703
"YIELDirect","5L33-RIB","northtbl14.xls","Erie",259.5347
"YIELDirect","5L33-RIB","northtbl14.xls","Mt.Morris",218.9715
"YIELDirect","5M83-RIB","northtbl14.xls","DeKalb",255.9648
"YIELDirect","5M83-RIB","northtbl14.xls","Erie",273.5121
"YIELDirect","5M83-RIB","northtbl14.xls","Mt.Morris",252.3031
